song_name,artist,cluster
Lumi,"Gasellit, Anna Puu",11
Happy Now,"Kygo, Sandro Cavazza",2
Aamu - Vain Elämää Kausi 9,Evelina,12
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",11
Kiss and Make Up,"Dua Lipa, BLACKPINK",2
Monta nimee,Vesala,9
Let You Love Me,Rita Ora,2
Planeetat,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",14
Close To Me (with Diplo) (feat. Swae Lee),"Ellie Goulding, Diplo, Swae Lee",9
Tällä kadulla (Vain elämää kausi 9),Ellinoora,6
Ota varovasti,Vesta,10
MIA (feat. Drake),"Bad Bunny, Drake",14
Without Me,Halsey,6
Yikes,Kanye West,0
I Got 5 On It,"Luniz, Michael Marshall",0
I Will Be,Avril Lavigne,10
Love Myself,Olivia O'Brien,14
Don't Worry Bout Me,Zara Larsson,2
Uusia unelmia,Vesala,5
Swervin (feat. 6ix9ine),"A Boogie Wit da Hoodie, 6ix9ine",0
Lost in the Fire,"Gesaffelstein, The Weeknd",10
Anything Could Happen,Ellie Goulding,3
Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),"Mike WiLL Made-It, Rae Sremmurd, Big Sean, Quavo, Pharrell Williams",14
Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",10
Imma Do It,"Fabolous, Kobe",0
My Time,"Fabolous, Jeremih",9
dopemang (feat. Ashley All Day),"Kiiara, Ashley All Day",14
Moves,Big Sean,0
Feel Like I'm Back,Fabolous,10
successful,Ariana Grande,11
Champion,Tyrone Briggs,2
Old Town Road,Lil Nas X,7
G.O.A.T.,Princess Nokia,0
Barbie Dreams,Nicki Minaj,0
Buy A Heart,"Nicki Minaj, Meek Mill",14
Win Again,Nicki Minaj,7
Get On Your Knees,"Nicki Minaj, Ariana Grande",14
This Could Be Us,Rae Sremmurd,11
Changes,"Mike Perry, Dimitri Vangelis & Wyman, TEN TIMES, The Companions",2
Energy,Drake,0
Can't Tell Me Nothing,Kanye West,5
Boomin,"Yung Gravy, bbno$",14
Mercy.1,"Kanye West, Big Sean, Pusha T, 2 Chainz",0
Plain Jane REMIX (feat. Nicki Minaj),"A$AP Ferg, Nicki Minaj",0
Pull Up N Wreck (& Metro Boomin),"Big Sean, Metro Boomin, 21 Savage",0
So Good (& Metro Boomin),"Big Sean, Metro Boomin, Kash Doll",0
I'm Upset,Drake,0
Hard Work Pays Off,"Future, Juice WRLD",0
Muijii stadis,Gettomasa,14
Wow.,Post Malone,14
all my friends,21 Savage,7
High Hopes,Panic! At The Disco,2
Whatever It Takes,Imagine Dragons,7
Undecided,Chris Brown,10
Don't Kill My High (feat. Wiz Khalifa & Social House),"Lost Kings, Wiz Khalifa, Social House",2
Sundress,A$AP Rocky,2
Grip,"Seeb, Bastille",7
Look Back at It,A Boogie Wit da Hoodie,11
a lot,21 Savage,7
Saturday Nights,Khalid,1
There You Are,ZAYN,14
YOSEMITE,Travis Scott,6
How You Love Me (feat. Conor Maynard & Snoop Dogg),"Hardwell, Conor Maynard, Snoop Dogg",7
Later Bitches,The Prince Karma,2
Play,"Jax Jones, Years & Years",11
My Blood,Twenty One Pilots,7
Serious,Russ,0
Thursday,Leven Kali,1
Playinwitme (feat. Kehlani),"KYLE, Kehlani",11
Calling My Spirit,Kodak Black,6
Don't Come Out The House (with 21 Savage),"Metro Boomin, 21 Savage",0
Smack a Bitch,Rico Nasty,3
So Good,B.o.B,2
Beware,"Big Sean, Lil Wayne, Jhené Aiko",10
You Was Right,Lil Uzi Vert,0
Goldie,A$AP Rocky,0
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)","A$AP Mob, A$AP Rocky, Tyler, The Creator, Playboi Carti, Yung Gleesh",0
Dancing With A Stranger (with Normani),"Sam Smith, Normani",6
7 rings,Ariana Grande,0
Bad Liar,Imagine Dragons,3
Going Bad (feat. Drake),"Meek Mill, Drake",11
Startender (feat. Offset and Tyga),"A Boogie Wit da Hoodie, Tyga, Offset",9
Move On,Mike Posner,7
"I'll Be With You (with Kovee, Joznez)","Robin Packalen, Kovee, Joznez",11
Girls Have Fun (feat. G-Eazy & Rich The Kid),"Tyga, G-Eazy, Rich The Kid",0
Vihaan Rakastaa Sua,Tuure Boelius,11
Leave a Light On,Tom Walker,10
"break up with your girlfriend, i'm bored",Ariana Grande,9
needy,Ariana Grande,12
Please Me,"Cardi B, Bruno Mars",7
Thotiana,Blueface,0
Robbery,Juice WRLD,7
Pure Water (with Migos),"Mustard, Migos",3
Mitä sulle jää (feat. Ilta),"Pikku G, Ilta",9
Out Of Love,Alessia Cara,12
Sober,Selena Gomez,2
Call Out My Name,The Weeknd,10
Complicated,Olivia O'Brien,12
"fuck, i'm lonely","Lauv, Anne-Marie",6
boyfriend (with Social House),"Ariana Grande, Social House",0
Consequences,Camila Cabello,12
Something's Gotta Give,Camila Cabello,14
Glad He's Gone,Tove Lo,7
All These Years,Camila Cabello,6
"She's Not Me, Pt. 1 & 2",Zara Larsson,12
Robbery,Juice WRLD,7
Hate Me (with Juice WRLD),"Ellie Goulding, Juice WRLD",2
Feeling,Juice WRLD,11
Fast,Juice WRLD,14
Lean Wit Me,Juice WRLD,3
Out My Way,Juice WRLD,5
Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",7
Hurt Me,Juice WRLD,3
Murder on My Mind,YNW Melly,11
Sanguine Paradise,Lil Uzi Vert,14
Dear Society,Madison Beer,9
Hurts Like Hell (feat. Offset),"Madison Beer, Offset",14
Goodbyes (Feat. Young Thug),"Post Malone, Young Thug",3
Kaukan Mut Lähel,ibe,2
Psykologi,SANNI,14
Pommi (pampampam),SANNI,11
Teeth,5 Seconds of Summer,11
Sytyn,ABREU,7
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",7
Faucet Failure,Ski Mask The Slump God,0
SauceMan,ibe,14
2naamaa,Sexmane,0
Clout (feat. Cardi B),"Offset, Cardi B",7
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",14
Roses (with Juice WRLD feat. Brendon Urie),"benny blanco, Juice WRLD, Brendon Urie",2
Lalala,"Y2K, bbno$",6
Dance Monkey,Tones And I,6
TIEN PÄÄL,"ibe, MELO",0
Make Believe,Juice WRLD,7
Ransom,Lil Tecca,0
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",14
Karavaani,Roope Salminen & Koirat,7
Chances,Backstreet Boys,5
You Need To Calm Down,Taylor Swift,7
Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",14
Panini,Lil Nas X,11
Ehdottomasti ehkä,JVG,11
Señorita,"Shawn Mendes, Camila Cabello",11
Pantomiimi (feat. Jenna Alexa),"Pikku G, JENNA ALEXA",11
Kalenterist tilaa (feat. Evelina),"JVG, Evelina",11
Truth Hurts,Lizzo,9
Räkis,Gettomasa,7
Silmät,Gettomasa,0
Suojaus petti,Gasellit,11
Frendi,Mouhous,7
Ei Saada Takasin Meit,Adi L Hasla,11
Never Really Over,Katy Perry,2
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",0
EARFQUAKE,"Tyler, The Creator",5
Mother's Daughter,Miley Cyrus,11
Frisbee,JVG,2
Kännissä tai läpällä,costee,5
Made in Italy,"Cledos, Mikael Gabriel",2
PIDÄKII,Cledos,9
Ihan Sama Mä Elän,Tuure Boelius,2
Because I Had You,Shawn Mendes,0
Tilttiin,Pasi ja Anssi,11
7300 päivää (feat. Erika Vikman & Danny),"DJ Oku Luukkainen, HesaÄijä, Erika Vikman, Danny",2
No Sleep (feat. Bonn),"Martin Garrix, Bonn",10
Hei kevät,SANNI,14
Helposti särkyvää,Nelli Matula,2
Surullinen Klovni,"MKDMSK, Pyhimys",0
Leave,Post Malone,10
Rooma (feat. Etta),"Lukas Leon, Etta",10
Power is Power,"SZA, The Weeknd, Travis Scott, Game of Thrones",3
Old Town Road,Lil Nas X,7
BIGMACi,"Bizi, Cledos",0
Juon sut pois,Benjamin,9
Luurangot,costee,14
Dementia,SANNI,11
Muistuta mua,Pyhimys,9
Arriba (feat. Clean Bandit),"Little Big, Tatarka, Clean Bandit",11
Satasen Laina,"Mäkki, Sini Sabotage",2
Ride It,Regard,11
Waiting Game,Isac Elliot,7
Last Hurrah - David Guetta Remix,"Bebe Rexha, David Guetta",11
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, NATTI NATASHA, Dimitri Vegas, Like Mike",11
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",11
Easier – Remix (with Charlie Puth),"5 Seconds of Summer, Charlie Puth",3
TYTÖT TYKKÄÄ,"Tuure Boelius, Teflon Brothers",11
Circles,Post Malone,7
Down Under,"LVNDSCAPE, Rat City",11
Koske,Nelli Matula,10
Ritual,"Tiësto, Jonas Blue, Rita Ora",11
Näytä mulle ne,Benjamin,9
Kaikki tytöt,Kymppilinja,11
Hollaa (feat. Sofia Zida),"Henriguez, Sofia Zida",11
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",0
Vaikutuksen alainen,Juno,0
Bad as the Boys,"Tove Lo, ALMA",2
Hedelmäpommi (feat. Frederik),"Yksi Totuus, Frederik",7
Käty,Arttu Lindeman,11
Body,Indy & Karim,11
Mikä kesä,"Seksikäs-Suklaa, Dosdela",11
Won't Be Late (feat. Drake),"Swae Lee, Drake",11
Mama,"Ella Eyre, Banx & Ranx, Kiana Ledé",11
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2
Higher Love,"Kygo, Whitney Houston",2
Sano mun nimi ääneen,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",9
Pakomatka,"Brädi, Redrama",5
Hyvä päivä,"Cavallini & Shrty, JVG",7
Bittersweet Symphony (feat. Emily Roberts),"GAMPER & DADONI, Emily Roberts",5
From Paris to Berlin - radio version,Infernal,11
Summer Of '69,Bryan Adams,7
One Way or Another (Teenage Kicks),One Direction,5
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,11
Step Up,Darin,11
Bussin (feat. Lil Pump),"Blueface, Lil Pump",0
Ransom,Lil Tecca,0
Did It Again,Lil Tecca,0
Shots,Lil Tecca,11
Out Of Luck,Lil Tecca,0
Playing Games (with Bryson Tiller) - Extended Version,"Summer Walker, Bryson Tiller",14
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",7
VALENTINO,24kGoldn,11
VIBEZ,DaBaby,0
Hot (feat. Gunna),"Young Thug, Gunna",0
mä + sä (feat. Lauri Haav & Karina),"Pykäri, Lauri Haav, Karina",9
Japanese Drip,"Kube, Cledos",0
HIGHEST IN THE ROOM,Travis Scott,14
Bad Bad Bad (feat. Lil Baby),"Young Thug, Lil Baby",6
One Thing Right,"Marshmello, Kane Brown",5
Stuck In A Dream (feat. Gunna),"Lil Mosey, Gunna",11
Single Again,Big Sean,10
Babushka Boi,A$AP Rocky,11
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),"Mustard, YG, Tyga, A$AP Ferg, A$AP Rocky",7
imagine,Ariana Grande,6
NASA,Ariana Grande,0
bloodline,Ariana Grande,11
fake smile,Ariana Grande,0
bad idea,Ariana Grande,7
ghostin,Ariana Grande,10
Santa Tell Me,Ariana Grande,3
Focus,Ariana Grande,0
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",11
Put Your Hearts Up,Ariana Grande,2
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",2
All In My Head (Flex) (feat. Fetty Wap),"Fifth Harmony, Fetty Wap",11
Liar,Camila Cabello,11
She Loves Control,Camila Cabello,7
In the Dark,Camila Cabello,3
Tie Me Down (with Elley Duhé) - Steve Aoki Remix,"Gryffin, Elley Duhé, Steve Aoki",2
Purpose - Stripped,Etham,1
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",11
What You Wish For,Alex Vargas,14
"Fire On Fire - From ""Watership Down""",Sam Smith,14
Long Sun,Jez Dior,0
Cocoon,Milky Chance,2
La La Land (feat. YG),"Bryce Vine, YG",14
Glass House (feat. Naomi Wild),"Machine Gun Kelly, Naomi Wild",14
Dreamers,"MOTi, Project.M, Lovespeake",2
She Bad,"Cardi B, YG",0
I Do (feat. SZA),"Cardi B, SZA",0
Money Bag,Cardi B,11
Best Life (feat. Chance The Rapper),"Cardi B, Chance the Rapper",0
Rodeo,"Lil Nas X, Cardi B",2
Free Spirit,Khalid,14
Something's Got To Give,Labrinth,7
Last Hurrah,Bebe Rexha,14
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",0
Solita (feat. Rich The Kid),"PRETTYMUCH, Rich The Kid",2
Body,"Loud Luxury, Brando",7
Hey Baby (feat. A7S),"Raaban, Tungevaag, A7S",2
Whenever (feat. Conor Maynard),"Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",2
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",2
Pretender (feat. Lil Yachty & AJR),"Steve Aoki, Lil Yachty, AJR",14
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco, Selena Gomez, J Balvin, Tainy",0
Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",11
Be Your Friend,"Vigiland, Alexander Tidebrink",7
Change My Heart,"Ummet Ozcan, Laurell",14
Real Friends,PRETTYMUCH,2
Lights Out (Too Drunk) [feat. Hayla],"DJ Katch, Hayla",2
Paha Äiä,Nuorihylly,9
Anybody (feat. Nicki Minaj),"Young Thug, Nicki Minaj",11
Alas,Lauri Haav,0
Celebration,Oliver Francis,1
Varoo,Aaro630,0
Get It Together,"Drake, Black Coffee, Jorja Smith",11
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",2
Slide,"H.E.R., YG",0
Toista,Aaro630,14
Djadja,Aya Nakamura,2
GOSHA,$NOT,0
1000 Rounds,"Ghostemane, Pouya",2
D.R.E.A.M. (feat. Ghostface Killah),"Miley Cyrus, Ghostface Killah",0
Nyt ja heti,Lauri Haav,0
Palasina,Vilma Alina,10
Kertakäyttörakkaus,Mansesteri,2
Mitä jos ne näkee,SANNI,10
Woppaa,"Mikael Gabriel, Kevin Tandu",0
Katumuksen sakramentti (feat. Leo Stillman),"Juno, Leo Stillman",11
Rakkaus,Haloo Helsinki!,7
Aina ku Aira (Vain elämää kausi 9),Ellinoora,10
Köpis 2012,Haloo Helsinki!,14
Mine - POP Mix,Taylor Swift,2
Pakoon pahaa oloo,costee,9
Pojat on poikii feat. Elastinen & Spekti,"Uniikki, Elastinen, Spekti",0
Tässä ja nyt,YOUNGHEARTED,11
Be Good to Me,Ashley Tisdale,7
Miten kävikään,Aste,11
Kauas pois,Raappana,11
Hosun,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",10
Nadaa,Diandra,11
Hullu exä,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",7
Vuosien päästä (feat. Etta),"STEREO, Etta",14
Soo Soo,ABREU,11
Make Me... (feat. G-Eazy) - Marc Stout & Tony Arzadon Remix,"Britney Spears, G-Eazy, Marc Stout, Tony Arzadon",9
Melkein kuollut,Keko Salata,14
Kelpaat kelle vaan,Juha Tapio,10
What About Love,Austin Mahone,10
Company,Justin Bieber,14
Me Ollaan Runo,Anna Puu,3
Mark My Words,Justin Bieber,12
Underdogs,Benjamin,11
Baby I,Isac Elliot,7
We're In Heaven (feat. J-Malik) - Radio Edit,"Bryce, J-Malik",5
Vihaajat vihaa (feat. Kalle Kinos),"Cheek, Kalle Kinos",0
Do What You Want with My Body,DJ Martin ElectroSpin,11
Chilii (feat. SINI YASEMIN),"Raappana, SINI YASEMIN",11
Spell On Me,Adelén,11
Now Your Gone,Real Deal,5
Best når jeg er full,Robin og Bugge,5
We Own The Night,The Wanted,2
Just Can't Let Her Go,Isac Elliot,11
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)","Diamond D, Big L, A.G., Lord Finesse,, O.C",0
Ambitionz Az A Ridah,2Pac,7
Gangsta Nation,Westside Connection,5
All Eyez On Me,2Pac,0
Real Muthaphuckkin G's,Eazy-E,5
Back That Azz Up,"JUVENILE, Lil Wayne, Mannie Fresh",0
Gettin' It (feat. Parliament Funkadelic),"Too $hort, Parliament Funkadelic",0
Crush on You,Lil' Kim,0
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",11
L'Amour Toujours,Gigi D'Agostino,2
Get A Way,Maxx,7
Mr. Vain - Original Radio Edit,Culture Beat,9
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,11
Forgot About Dre,"Dr. Dre, Eminem",2
It's Gonna Be Me,*NSYNC,11
"Rhythm Is A Dancer - 7"" Edit",SNAP!,11
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",11
Can't Nobody Hold Me Down (feat. Mase),"Diddy, Mase",0
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",7
I Will Always Love You - Film Version,Whitney Houston,1
You,La Cream,8
Rhythm Of Love - Original Radio Edit,DJ Sequenza,2
Fly High,Me & My,13
This Is How We Do It,Solid Base,7
Show me colours,Masterboy,2
Naked In The Rain,Infinity,11
Bla Bla Bla,Gigi D'Agostino,2
Popcorn - Radio Version,Richi M.,13
Get Me - Radio Edit,Reset,2
U Drive Me Crazy,Waldo's People,13
Sex On The Phone,E-Rotic,8
We’re Going to Ibiza!,Vengaboys,7
Superhero,Daze,9
Yli susta,costee,14
Sinä 4ever,Ellinoora,10
Tuntematon,Haloo Helsinki!,10
Parvekkeella,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",14
Teen Mitä Haluun,"Spekti, Setä Tamu",2
The Good Life,Hannah Montana,3
Offline (feat. Ollie),"Arttu Lindeman, Ollie",6
Hei Scully,Kuningas Pähkinä & Setä Tamu,14
Turvallista sotaa,Vesta,9
Lambada,Sini Sabotage,11
Doupein (feat. Pete Parkkonen),"Bang For The Buck, Pete Parkkonen",11
Parasta just nyt,"Robin Packalen, Nikke Ankara",9
Alpha Omega,Cheek,11
Ylöspäin,TIPPA,2
Ei Mitään Jiitä,Adi L Hasla,11
"Me ollaan ne Pt. 2 (feat. Nikke Ankara, Elastinen, JVG, Kube & Pete Parkkonen)","Cheek, Elastinen, JVG, Kube, Nikke Ankara, Pete Parkkonen",9
Gas Pedal - Remix,"Sage The Gemini, Justin Bieber, Iamsu!",7
Heaven,"DJ Sammy, Yanou, Do",2
Seuraavassa elämässä,Kaija Koo,7
Eka tääl,costee,2
On elämä laina,Erin,2
Mehu,TIPPA,11
Kalenteris tyhjää,"Mäkki, Ruma",0
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",11
Why I'm Single,Alli Simpson,9
Kuka sen opettaa,Kaija Koo,14
Take A Picture,Carly Rae Jepsen,11
Jallutyttö,Pää-äijät,2
Kohta sataa,Pete Parkkonen,14
Veitset,Ellinoora,12
Judas - DJ White Shadow Remix,"Lady Gaga, DJ White Shadow",8
Who Needs Love,Trippie Redd,6
Bury Me,View,10
fOoL fOr YoU,ZAYN,10
Memories,Maroon 5,6
Don't Start Now,Dua Lipa,11
Lose You To Love Me,Selena Gomez,12
Someone You Loved,Lewis Capaldi,6
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",11
Watermelon Sugar,Harry Styles,7
Masokisti,ABREU,14
Teipillä tai rakkaudella,ABREU,14
ICY GRL,Saweetie,2
Torn,Ava Max,11
Trendsetter,24kGoldn,0
Immortal,21 Savage,0
BOP,DaBaby,0
Suge,DaBaby,0
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",6
Yellow Hearts,Ant Saunders,6
Camelot,NLE Choppa,0
Follow God,Kanye West,0
223's (feat. 9lokknine),"YNW Melly, 9lokknine",0
Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again",0
ROXANNE,Arizona Zervas,5
Writing on the Wall (feat. Post Malone & Cardi B),"French Montana, Rvssian, Post Malone, Cardi B",11
Nice To Meet Ya,Niall Horan,9
Hei rakas,BEHM,14
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",9
Starboy,Sexmane,6
I Wanna Rock (feat. Gunna),"G-Eazy, Gunna",11
SILTI,NCO,0
Veitola,"NCO, ibe",0
Sweettalk my Heart,Tove Lo,2
Lights Up,Harry Styles,14
What Dreams Are Made Of,Trisha Paytas,5
Poikien vessa (feat. costee),"Mouhous, costee",7
Lonely,Noah Cyrus,12
you were good to me,"Jeremy Zucker, Chelsea Cutler",12
Devil Eyes,Hippie Sabotage,12
All Time Low,Jon Bellion,7
Pull Up,Luh Kel,7
Like a Rodeo,Kane Brown,14
How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),"DJ Scheme, Danny Towers, Lil Yachty, Ski Mask The Slump God",0
Hey Julie! (feat. Lil Yachty),"KYLE, Lil Yachty",0
The Box,Roddy Ricch,5
Luota Muhun,ibe,6
Futsal Shuffle 2020,Lil Uzi Vert,14
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",0
On Somebody,Ava Max,11
Mama,Sexmane,14
2naamaa,Sexmane,0
Case 19 (feat. 6ix9ine),"Jasiah, 6ix9ine",0
Marco de BIH,"Sexmane, Ege Zulu",0
Juicy,"Doja Cat, Tyga",7
Yummy,Justin Bieber,14
Blinding Lights,The Weeknd,3
Suicidal,YNW Melly,14
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",2
No Idea,Don Toliver,14
She's So Nice,Pink Guy,6
One Call Away,Shaaye,6
Fake ID,"Riton, Kah-Lo",2
Bands,Comethazine,0
Top for a Pancake,3NIGMA,0
,,6
Guillotine,Death Grips,0
Opeta mut elämään,costee,14
Satuta mua kunnolla,costee,10
Kunnes kuollaan,costee,14
Eka tääl,costee,2
Y U Gotta B Like That,Audrey Mika,6
Hungry Hippo,Tierra Whack,11
Pretty Face,King Staccz,11
Take Your Man,Mahogany Lox,6
STUPID (feat. Yung Baby Tate),"Ashnikko, Baby Tate",7
Back Up (feat. Big Sean),"DeJ Loaf, Big Sean",0
Personal,HRVY,2
U Was At The Club (Bottoms Up),The Boyboy West Coast,7
Hellcat,Weiland,0
Weekdays,Ori,12
Forget Me Thots,Yung Gravy,11
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,7
Dissolve,"Absofacto, NITESHIFT",11
Kung Fu,Cordae,2
Ooh Ahh (My Life Be Like) (feat. Toby Mac),"Grits, TobyMac",7
Just Did a Bad Thing,Bill Wurtz,6
Oh Nanana - Remix,"dj 6rb, Bonde R300, xang, mayklove",0
Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,7
Geek'd (feat. Lil Baby),"Bhad Bhabie, Lil Baby",0
who dat boi,"bbno$, lentra, So Loki",0
Pretty Brown Eyes,Cody Simpson,7
Mia Khalifa,iLOVEFRiDAY,6
Big And Chunky,will.i.am,11
All In,ZaeHD & CEO,0
Act My Age,One Direction,3
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,"SHAUN, Conor Maynard, Sam Feldt",2
Huncho Show,Huncho,0
"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,9
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,0
Jumpshot,Dawin,11
Lemon (feat. Drake) - Drake Remix,"N.E.R.D, Rihanna, Drake",0
Gm Say It Back,Killua the Pilgrim,12
same squad,P-Lo,11
Blueberry faygo,"Yung Anime, LILMozart",6
Blueberry Faygo !,Eternal Flames,6
Tia Tamera (feat. Rico Nasty),"Doja Cat, Rico Nasty",7
Cyber Sex,Doja Cat,2
Won't Bite (feat. Smino),"Doja Cat, Smino",2
Rules,Doja Cat,2
Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",11
Talk Dirty,Doja Cat,3
Addiction,Doja Cat,2
Streets,Doja Cat,10
Shine,Doja Cat,0
Better Than Me,Doja Cat,7
Cocaine Drip,Handsome Luke,3
Falling,Sophia Annello,7
Watch You Leave,Brayden,10
The Grave,Jeff Kush,0
Peppa Pig (Prod. Y2K),Leyla Blue,0
Love Me,Ness The Kid,2
Cheat Codes for Hoes,"Shotgun Willy, TRAQULA",0
Sin City,Chrishan,0
Change Ya Life,Haiti Babii,14
Two®,Lil Uzi Vert,10
Sauce It Up,Lil Uzi Vert,0
444+222,Lil Uzi Vert,0
Early 20 Rager,Lil Uzi Vert,14
X,Lil Uzi Vert,0
Dark Queen,Lil Uzi Vert,0
Pretty Little Fears (feat. J. Cole),"6LACK, J. Cole",0
Lost on You,LP,9
I.F.L.Y.,Bazzi,6
Losin Control,Russ,6
Hollywood's Bleeding,Post Malone,9
Saint-Tropez,Post Malone,7
Enemies (feat. DaBaby),"Post Malone, DaBaby",2
Die For Me (feat. Future & Halsey),"Post Malone, Halsey, Future",7
Heaven In Hiding,Halsey,9
Now Or Never,Halsey,14
Angel On Fire,Halsey,14
Sober,Demi Lovato,1
Suicidal Thoughts,"Josh A, iamjakehill",3
16 Lines,Lil Peep,10
end (stripped.),Jeremy Zucker,12
Supermarket Flowers,Ed Sheeran,12
i can't breathe,Bea Miller,12
Homesick,Dua Lipa,12
Six Feet Under,Billie Eilish,12
Tell Me Why I'm Waiting,Timmies,12
Bruises,Lewis Capaldi,6
In The Party,Flo Milli,0
Animal,Sir Chloe,10
Play Date,Melanie Martinez,6
Maniac,Conan Gray,2
Death,"Trippie Redd, DaBaby",11
Ophelia,The Lumineers,6
Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",13
Birthday Suit,Cosmo Sheldrake,6
The Search,NF,0
Chanel,Frank Ocean,0
One Two,Ugly God,6
better off,"Jeremy Zucker, Chelsea Cutler",12
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",9
Touch,Sleeping At Last,12
I Lost a Friend,FINNEAS,1
Ribs,Lorde,4
Points of View,Abandoning Sunday,12
Numb,Brennan Savage,10
I'm Sick of Trying,Vaboh,1
STFU,"mansionz, Spark Master Tape",0
HYVÄSTIT,eetu,12
Valo pimeän,Pyhimys,7
Hate Myself,NF,9
I Wanted To Die Alone,Donny,4
weak when ur around,blackbear,6
DEAD TO ME,blackbear,9
slow down my thoughts,Zachary Knowles,6
Mad World,"Gary Jules, Michael Andrews",12
worthless,eli.,10
I'll Always Remember You,Hannah Montana,3
Orange Juice,Melanie Martinez,5
enough,916frosty,1
Mistakes Before I'm Gone,Vaboh,14
Last Night I Accepted Death W Open Arms,"Lil Revive, Darko",10
Hot Rod,Dayglow,2
Summer Luv (feat. Crystal Fighters) - Chrome Sparks Remix,"Whethan, The Knocks, Crystal Fighters, Chrome Sparks",10
Good Nights (feat. Mascolo),"Whethan, Mascolo",0
Kill The Lights (with Nile Rodgers) - Audien Remix,"Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien",5
Better,Khalid,14
Youngblood,5 Seconds of Summer,0
Weekend - Lexxmatiq Remix,"Louis The Child, Icona Pop, Lexxmatiq",0
Why,Bazzi,2
Party People,Vince Staples,10
Caskets,"Party Favor, NJOMZA, FKi 1st",11
All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",10
